tipo do objeto,maps-user,nome por extenso,sigla,nome,importar,código das escolas,CNES - Cadastro Nacional de Estabelecimentos de Saúde,endereço,nº,complemento,bairro,preposição,Distrito,Sub-prefeitura,CeP,município,UF,DDD,telefone,fax,e-mail,Nome do Contato,Cargo do contato,Site,CNPJ,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Fonte,Link,Texto Link,Data,Fonte,Link,Texto link,Data,descrição,Referencia (links),Palavras-chave (nome do projeto),Palavras-chave,Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave (Estado),Palavra-chave (Trilha 1/Igarassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 4/Igirassu),público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,Projeto,Área de abrangência,horário de funcionamento,código conselho tutelar,diretoria de ensino,situação de funcionamento,latitude,longitude,Código da Escola Municipal,Palavra-chave,Palavra-chave,Programas oferecidos (Contraturno),Programas Sócio educativos (1)
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Ariosto Espinheira ,,Escola Municipal Ariosto Espinheira,sim,33070423,,Praça Caí,s/n,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21020-140,Rio de Janeiro,RJ,21,2573-8535 / 2573-5675,,emariosto@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,17828175858","-43,184459284403",411007,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Prof. Souza Carneiro ,,Escola Municipal Prof. Souza Carneiro,sim,33070814,,Rua Califórnia,255,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21020-150,Rio de Janeiro,RJ,21,3885-9354 / 3885-9334,,emsouzac@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8295","-43,2753",411008,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Cientista Mario Kroeff ,,Escola Municipal Cientista Mario Kroeff,sim,33070334,,Rua do Couto,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21020-410,Rio de Janeiro,RJ,21,3885-9396 / 3885-9360,,emkroeff@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,839","-43,2752",411009,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Brant Horta ,,Escola Municipal Brant Horta,sim,33070466,,Rua Bento Cardoso,,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21215-000,Rio de Janeiro,RJ,21,2573-5758 / 2573-5536,,embrant@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,835741405685","-43,288395130706",411010,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Prof. Augusto Motta ,,Escola Municipal Prof. Augusto Motta,sim,33070792,,Rua Bento Cardoso,,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21215-100,Rio de Janeiro,RJ,21,2573-5045 / 2573-9642,,emmotta@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,83538134466","-43,288402682209",411011,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal João de Deus ,,Escola Municipal João de Deus,sim,33070628,,Praça Almeida Garret,s/n,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21011-490,Rio de Janeiro,RJ,21,3885-9481 / 3885-9448,,emjdeus@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8299","-43,282336034394",411014,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Suiça ,,Escola Municipal Suiça,sim,33070881,,Praça Antonio José de Almeida,s/n,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21011-580,Rio de Janeiro,RJ,21,3885-9485 / 3977-1053,,emsuica@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8289","-43,2792",411015,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Edmundo da Luz Pinto ,,Escola Municipal Edmundo da Luz Pinto,sim,33070547,,Praça Esplanada,s/n,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21012-010,Rio de Janeiro,RJ,21,3882-1089 / 3885-9497,,emluzpinto@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8252","-43,2788",411016,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Ministro Afrânio Costa ,,Escola Municipal Ministro Afrânio Costa,sim,33070709,,Praça Esplanada,s/n,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21012-010,Rio de Janeiro,RJ,21,3885-9510 / 3882-8752,,emafranio@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,825202226366","-43,278737143516",411017,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Prof. Ary Quintella ,,Escola Municipal Prof. Ary Quintella,sim,33070784,,Rua Eng. Moreira Lima,,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21210-720,Rio de Janeiro,RJ,21,3252-0014 / 3424-3613,,emquintella@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8394","-43,3001",411018,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Pioneiras Sociais Nº 12 ,,Escola Municipal Pioneiras Sociais Nº 12,sim,33070750,,Rua Capitão Vicente,s/n,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21211-000,Rio de Janeiro,RJ,21,3885-9166 / 3885-9518,,ccpioneiras@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8365","-43,2861",411019,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Grécia ,,Escola Municipal Grécia,sim,33070113,,Avenida Brás de Piña,,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21235-600,Rio de Janeiro,RJ,21,3457-1153 / 3457-1442 / 2482-3777,,emgrecia@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8378","-43,3126",411020,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Miguel Ângelo ,,Escola Municipal Miguel Ângelo,sim,33074593,,Rua Carlos Chamberland,,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21210-090,Rio de Janeiro,RJ,21,3458-0645 / 2482-3787,,emangelo@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8448","-43,3046",411021,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Gregório Bezerra ,CIEP,Centro Integrado de Educação Pública Gregório Bezerra,sim,33069808,,Rua Plínio de Oliveira,s/n,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-040,Rio de Janeiro,RJ,21,3886-8827 / 3885-8591,,ciepbezerra@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8423","-43,2797",411202,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Deputado Carlos Brandão Monteiro ,CIEP,Centro Integrado de Educação Pública Deputado Carlos Brandão Monteiro,sim,33069816,,Rua São Vicente de Paula,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-040,Rio de Janeiro,RJ,21,2561-1755 / 2560-9098 / 8909-3104,,ciepcarlosb@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,851324827249","-43,283626734375",411502,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Carlos Drummond de Andrade ,,Creche Municipal Carlos Drummond de Andrade,sim,33122822,,Rua Taperoá,308,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21044-070,Rio de Janeiro,RJ,21,8459-6699,,cmcandrade@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8438","-43,2878",411601,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Tempo de Aprender ,,Creche Municipal Tempo de Aprender,sim,33144672,,Rua Fortaleza,s/n,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21210-490,Rio de Janeiro,RJ,21,3887-7742,,cmtaprender@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8402","-43,289",411602,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Morro da Paz ,,Creche Municipal Morro da Paz,sim,33147337,,Rua Frei Gaspar,351,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21210-270,Rio de Janeiro,RJ,21,3455-0369,,cmmpaz@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8437","-43,2965",411603,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Betinho ,,Creche Municipal Betinho,sim,33123063,,Rua Bom Pastor,18,Grotão,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-000,Rio de Janeiro,RJ,21,8459-6688,,cmbetinho@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,846325692562","-43,291832480813",411604,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Caracol ,,Creche Municipal Caracol,sim,33096554,,Beco Georgina,32,"Rua Marogogi, 185",Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-180,Rio de Janeiro,RJ,21,8909-3106 / 2562-4507,,cmcaracol@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8441","-43,2895",411605,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Maria Altamira C. Olegário ,,Creche Municipal Maria Altamira C. Olegário,sim,33122768,,Rua Vicente Caneco,200,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21215-550,Rio de Janeiro,RJ,21,3457-0560,,cmmolegario@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8343","-43,2983",411607,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Morro da Fé ,,Creche Municipal Morro da Fé,sim,33095825,,Rua Maturacá,366,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21210-360,Rio de Janeiro,RJ,21,3458-1406,,cmmfe@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,847","-43,2969",411608,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Tia Ruth Costa dos Santos ,,Creche Municipal Tia Ruth Costa dos Santos,sim,33096368,,Rua Santa Camila Pia,274,Conjunto Habitacional do Iapi da Penha,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21021-060,Rio de Janeiro,RJ,21,3868-0003,,cmtrsantos@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8376","-43,2666",411609,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Mussum - O Trapalhão ,,Creche Municipal Mussum - O Trapalhão,sim,33144680,,Rua Viçosa,372,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21210-370,Rio de Janeiro,RJ,21,3137-8964,,cmmussum@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,841442133015","-43,293225393272",411610,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Quintino do Valle ,,Escola Municipal Quintino do Valle,sim,33074690,,Rua Araraí,16,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21221-280,Rio de Janeiro,RJ,21,2482-7125 / 3976-7023,,emvalle@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8422","-43,3051",514006,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Albert Sabin ,,Escola Municipal Albert Sabin,sim,33074305,,Praça Paulo Setubal,,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21221-350,Rio de Janeiro,RJ,21,3458-1886 / 3458-2227,,emsabin@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8421","-43,311",514007,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Escultor Heitor Leão Velloso ,CE,Colégio Estadual Escultor Heitor Leão Velloso,sim,33088152,,Rua Dr. José Thomas,,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21520-020,Rio de Janeiro,RJ,21,2407-3971,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,818799","-43,360799",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Graciliano Ramos ,CE,Colégio Estadual Graciliano Ramos,sim,33086567,,Rua Inhumaí,s/n,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21520-250,Rio de Janeiro,RJ,21,2474-2968,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,808059","-43,372306",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Max Fleiuss ,CE,Colégio Estadual Max Fleiuss,sim,33088179,,Praça Nossa Senhora das Dores,,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21520-300,Rio de Janeiro,RJ,21,2407-5827,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,806899","-43,358199",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Vinícius de Moraes ,CE,Colégio Estadual Vinícius de Moraes,sim,33086621,,Praça Campos do Jordão,s/n,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21532-140,Rio de Janeiro,RJ,21,3452-3044,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,818849","-43,360799",,,,,
O,http://maps.mootiro.org/user/profile/205,O Clube Escolar Pavuna ,,Clube Escolar Pavuna,sim,33165009,,Avenida Sargento Antonio Ernesto,s/n,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21525-470,Rio de Janeiro,RJ,21,2407-2441,,cepavuna@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,81055824203","-43,357334950331",,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Estadual de Ensino Supletivo Comandante Arnaldo Varella ,EEES,Escola Estadual de Ensino Supletivo Comandante Arnaldo Varella,sim,33086745,,Estrada Rio do Pau,,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21650-001,Rio de Janeiro,RJ,21,3339-3569,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,sem ponto,Escola estadual,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,,,,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Estadual de Ensino Supletivo Deputado Hilton Gama ,EEES,Escola Estadual de Ensino Supletivo Deputado Hilton Gama,sim,33088144,,Praça Ênio,s/n,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21520-410,Rio de Janeiro,RJ,21,3452-0145,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,sem ponto,Escola estadual,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,,,,,,,
O,http://maps.mootiro.org/user/profile/205,O Pólo de Educação pelo Trabalho Telemaco Gonçalves Maia ,,Pólo de Educação pelo Trabalho Telemaco Gonçalves Maia,sim,33164045,,Praça Ênio,s/n,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21520-410,Rio de Janeiro,RJ,21,2407-4224,,petmaia@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,806855608049","-43,358195258197",,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Visconde de Sabugosa ,,Creche Municipal Visconde de Sabugosa,sim,33095892,,Rua Jasmim,,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21535-580,Rio de Janeiro,RJ,21,3373-5288,,cmvsabugosa@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8043","-43,3316",431606,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Alberto José Sampaio ,,Escola Municipal Alberto José Sampaio,sim,33086834,,Rua Inhumaí,s/n,,Pavuna,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21520-300,Rio de Janeiro,RJ,21,2407-2338,,emjsampaio@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Pavuna,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8079","-43,3726",625014,,,,
